course_id,student_id,class_participation,attendance,calibration,assignments,midterm,final,weekly_hours_1,weekly_hours_2,weekly_hours_3,weekly_hours_4,weekly_hours_5,grade
CSE1,15,45.6688472117,30.5080775478,42.5250795779,32.3356170798,38.7208755251,47.4664792678,1.14942300942,1.05542929262,1.45717133595,1.40703397631,1.40703397631,47.4437347892
CSE1,16,34.5005436634,23.6300435343,23.8223902734,41.1856770314,23.1411619735,42.7770778818,1.25615239661,1.60432216801,0.416388876818,1.22048162529,1.22048162529,39.9073283256
CSE1,17,39.1378589622,31.9091548467,37.550367899,45.1838951577,35.7263397078,50.9043463147,0.571152563391,1.14497703438,0.496067116754,1.59923052347,1.59923052347,50.0628477929
CSE1,18,35.6107079104,51.0025513648,46.6237971409,33.3240957873,17.4122447141,45.4947373093,1.17366668131,1.46628505058,1.70334374987,0.0691424397433,0.0691424397433,43.0864240007
CSE1,19,40.2110687336,31.2015895248,41.8407578829,38.136470458,38.8204713506,59.3348981028,1.50004352741,1.03802325493,0.831697436535,1.54047746911,1.54047746911,52.119456905
CSE1,20,42.9140760686,36.1720310971,46.0960894425,40.2283018269,30.5122402827,30.7254735398,1.71662767286,1.541767821,1.23337013431,1.46345720148,1.46345720148,43.6231749252
CSE1,21,34.4969041139,33.0017031996,38.2213748591,30.3881787583,27.947732509,39.4715831822,1.51016437694,1.13771598141,0.467332278479,0.519396786597,0.519396786597,40.1299576024
CSE1,22,45.7236185492,26.4775015351,38.3939354486,42.2061157443,28.8807954022,50.3104082415,1.39611449689,0.931419757184,0.203934518852,0.514138597644,0.514138597644,47.9725641596
CSE1,23,44.507953603,18.5748180198,41.4924911279,45.9231245331,39.5577477271,61.6982799476,1.72895886011,0.685377815907,1.03171403394,1.26460663486,1.26460663486,55.0627378083
CSE1,24,42.5124716945,26.5065727759,43.2804131777,33.9833884142,38.2545280385,42.259556556,0.645361993673,0.136418696833,0.9542819741,0.690594923182,0.690594923182,45.9040833837
CSE1,25,44.5042797463,27.9110576663,41.586397761,42.4538218506,35.8241185679,44.3056829522,1.34157758158,0.755848358656,0.305343288186,1.59317735601,1.59317735601,48.4306591216
CSE1,26,36.5813607041,35.8662319118,40.9520691665,30.8140161213,31.51471331,42.4158003024,0.901747872827,0.159252155397,1.24361246348,0.892292464007,0.892292464007,42.8591904877
CSE1,27,39.3855488724,38.3898341387,34.6347017097,39.7291314351,30.856032407,53.3201997881,0.764205504063,1.96563422746,1.08802023763,1.56549882957,1.56549882957,47.7966737567
CSE1,28,35.3211528287,39.311020813,43.0205102906,28.6895935171,36.802182882,41.9888449557,0.821622699844,0.363225702662,1.30827469394,1.98094356725,1.98094356725,43.7698019863
CSE1,29,38.6605596019,32.8558732525,40.9745701679,47.8499239576,32.557440151,48.7604888791,0.802959166939,1.62371739544,0.289091080249,0.600496679068,0.600496679068,50.1750987422
CSE1,30,42.6517773337,38.8514116427,49.0358712633,42.8623037656,37.5080654755,41.7613888077,0.634767891917,1.74992328991,1.50305563427,0.286011656516,0.286011656516,50.0288853995
CSE1,31,70.6170608101,75.1012717733,51.5875566358,67.4591942999,71.5516112577,75.856663793,1.44296411147,1.95572400886,1.86587701747,2.22717738901,2.22717738901,80.585909014
CSE1,32,66.5263352012,74.2001793325,77.1436795865,66.8099126195,61.6935171069,65.3780884548,1.93449164785,1.26867721731,1.71502233466,2.29662551233,2.29662551233,79.6372876609
CSE1,33,71.9438969819,63.0494265912,59.1970169989,64.886030907,60.8110199782,65.1890847874,1.62953137465,2.85569798565,1.66055387305,1.33988142843,1.33988142843,75.1953337308
CSE1,34,61.6932787842,73.0539342423,66.8208814545,58.279789477,83.5311851267,55.8519442019,2.25371120433,2.79193993401,2.39473775123,1.29889359788,1.29889359788,76.6378935642
CSE1,35,80.1542855619,57.9865557374,54.8249124429,67.0283026348,58.3916831255,68.8535635796,2.75472094939,1.98309030003,1.53730024781,2.02835008705,2.02835008705,76.0743858148
CSE1,36,69.1229231252,59.6277697612,69.3562259168,58.6520819459,57.7289659336,58.6935287001,1.89537800029,2.71340499304,2.61655602741,2.75066545271,2.75066545271,72.2462713425
CSE1,37,68.2729007629,66.5626385027,48.0147121789,62.2665028706,41.5268418403,58.3380696247,2.56891483758,1.83715605153,1.5905775888,1.36790688309,1.36790688309,65.4909098091
CSE1,38,64.744057762,63.0977897492,70.3649209444,66.2358080756,47.5743794,67.90207617,1.91393140112,2.36692980033,2.08824276717,1.92567823742,1.92567823742,74.8857519882
CSE1,39,61.3720144043,60.5126196733,62.717056601,64.6619105219,67.9623523261,65.2672712105,2.31245866343,1.79598127882,1.97584298361,1.85786466806,1.85786466806,76.316339299
CSE1,40,60.6611566119,58.2755196121,79.8848404288,71.5282827824,55.355870087,71.7502281566,1.26368195006,2.0114840349,2.71071282519,1.99457837184,1.99457837184,80.6722631293
CSE1,41,64.3201133695,59.4250527821,52.5477274172,62.1589881123,68.6695518196,74.1001384995,1.86596301394,1.37910340567,2.77677286879,1.32302154097,1.32302154097,76.5845443615
CSE1,42,61.0136510725,74.391687442,63.6110438413,47.2115800989,50.736418424,60.2222290646,2.81862397731,2.92997784822,1.36876888474,1.68488128227,1.68488128227,66.4426772342
CSE1,43,66.4133785612,45.5667659433,65.9378545111,50.8788092651,54.5595919104,64.8986389311,2.21095800206,1.58843137649,2.17069691788,1.52376080821,1.52376080821,69.3891876537
CSE1,44,60.8695128408,68.5249436437,72.863193539,68.4507477308,70.4202777765,76.322906285,2.53354917447,1.20691911223,2.79641009203,2.68905388646,2.68905388646,83.7145972674
CSE1,45,68.1054135042,62.6356304819,59.6171443089,56.6810178105,79.0698161851,70.7657747516,2.00940121619,1.28863080046,1.89223443807,2.60066449155,2.60066449155,78.2858472275
CSE1,46,69.7806085206,72.278135,63.6917152522,61.7057740159,69.5172008157,68.9913433521,1.99611124966,1.02818458838,2.84373661097,1.85327831654,1.85327831654,78.5284020505
CSE1,47,61.470797463,70.1507361364,45.8602661674,53.0398104043,76.1761392589,73.1434424559,2.68579968039,2.43189139892,1.55798178091,2.21403092158,2.21403092158,74.2021576742
CSE1,48,70.9634303388,37.1746553235,56.3586490878,66.0061699658,81.7505358851,59.7677792158,1.13561386868,2.12899664048,2.21766234839,1.29093122053,1.29093122053,76.7616136257
CSE1,49,63.8102903212,70.8464661048,66.6129276044,56.3061742582,74.4409806847,68.4560838659,2.1465445431,2.58915670237,2.36490741953,2.01922658844,2.01922658844,77.796040853
CSE2,1,37.916210763,27.3094303978,36.6454681428,42.6730636389,18.7644379643,48.2106106957,1.13828106411,1.58048760519,1.98990051994,0.502565843414,0.502565843414,44.0671092569
CSE2,2,39.7186658639,52.3136678889,38.9413688125,43.9639280901,34.7563527108,44.025616435,1.61026308051,1.52467048845,1.65230163888,1.76247059424,1.76247059424,48.7666482243
CSE2,3,29.3190195217,5.65232423479,39.6834380825,41.4294558524,26.4406192292,42.4022670926,1.66632248947,0.240079584355,1.38830509085,1.80659230098,1.80659230098,42.3820650866
CSE2,4,48.201354042,31.1272650482,42.6080274671,49.8468736916,34.6620717865,29.5127141613,0.4115873539,1.67780518912,1.46733959619,0.575270516432,0.575270516432,46.6782570168
CSE2,5,31.032822074,33.7044453666,23.6774156102,27.8342834693,38.7909799454,48.2710086048,1.46136040105,0.923477809513,1.75053761961,1.93422626302,1.93422626302,41.2775006075
CSE2,6,35.7912631717,43.5963386267,40.3700441851,47.2857676737,43.8887502966,46.9644783031,1.60682832832,0.251562765106,1.90302029669,1.33619867125,1.33619867125,52.2024384468
CSE2,7,42.5144070858,35.0185720678,34.5785953814,42.6633037915,38.2716133414,51.8252071342,0.0862580727067,1.07268694619,1.7045258532,1.00601354707,1.00601354707,50.0671127345
CSE2,8,33.773559567,21.5578629617,28.4844877861,38.4800531188,19.0686291857,42.080305378,0.214374808463,0.593025501589,1.28187727956,0.756004817297,0.756004817297,38.7060389237
CSE2,9,34.7102389057,30.0000976147,44.1943714401,48.2147204895,42.200576095,56.1926853193,0.870167299718,0.351448386513,0.146996769429,0.674736588593,0.674736588593,54.8382573038
CSE2,10,35.4549619254,35.4235257215,45.8822366085,23.594777663,10.585904989,40.8674938667,0.441762443721,0.158476341402,1.24676942859,1.90402141017,1.90402141017,36.2665594067
CSE2,11,42.7572702227,26.8649180301,34.7739978577,48.1306504352,28.7413657327,35.2120094716,1.76124413233,0.397798183659,0.706427783571,1.38666765718,1.38666765718,44.1870845859
CSE2,12,51.4610400641,37.7101173807,46.7396502526,42.7025463332,24.5200838669,50.5671456989,1.43937507545,0.859177238113,0.329557246449,1.06820340015,1.06820340015,50.000066825
CSE2,13,40.207696965,11.3190934544,36.9478681459,32.0680670843,18.3312106004,40.7215761831,1.42601458709,1.28362352726,1.78633237313,0.0869793958726,0.0869793958726,38.0293694167
CSE2,14,34.4103727744,47.3118466598,40.5319120732,43.0316478826,36.508331728,35.2169578502,1.53971931399,0.17475835758,1.64978096241,0.495101751245,0.495101751245,45.7845100424
CSE2,15,42.6952916029,44.6767801057,31.210088424,37.8713949284,27.9841776884,44.8737655247,0.661494052339,1.43146117554,1.05327684771,1.88634144533,1.88634144533,44.0052948546
CSE2,16,37.019201501,26.6432266148,52.6758964512,58.0970640765,41.2184020231,49.2955150014,0.457220503666,0.203489621927,0.926898512307,1.11372033249,1.11372033249,57.2672669597
CSE2,17,39.9043475174,36.1134077957,18.7244043489,52.8473290601,13.692879744,45.6900774019,1.2526879184,0.351198141818,0.978602576254,0.71503646471,0.71503646471,42.251570291
CSE2,18,45.8750060975,30.4797059187,39.2683790169,43.0848291069,39.3094308103,47.4819795425,0.828958499051,1.42664312431,0.521440039439,0.0189007482758,0.0189007482758,50.1763733902
CSE2,19,36.2606452535,21.7086471099,45.5609568404,34.96522311,35.477341632,72.7608483666,1.87356214447,1.77052734882,0.805275846266,0.50709653445,0.50709653445,54.3012982673
CSE2,20,40.0451262549,30.8771021841,23.732267631,35.9160978379,31.3915459284,49.7478461412,1.28490483781,1.96627672209,0.873339759454,0.508453380301,0.508453380301,43.2140600182
CSE2,21,35.6094605338,40.0036588655,38.4842458823,37.7246526013,14.3930839374,54.7223222142,0.773800686025,1.3058139014,0.0301122684967,0.341371052068,0.341371052068,44.3024799234
CSE2,22,39.2178291481,26.1890748248,39.3822506772,36.0783584563,27.2304846979,30.0990795835,1.71023932161,0.955472706013,1.78581176616,0.689959919354,0.689959919354,39.2239296839
CSE2,23,41.28285226,26.2433057692,46.5976240435,33.6842775235,12.9865792761,46.5553746151,0.761585167432,0.17557510977,0.058298635695,0.405298102695,0.405298102695,41.8187841982
CSE2,24,35.0561047562,29.2552923711,49.9857033648,35.8631940717,7.09082870681,49.4185742338,0.356619655555,1.11790158939,0.745785768023,0.125803080362,0.125803080362,42.1809368614
CSE2,25,38.3058901699,34.3349633008,36.7688618453,38.0667435542,66.0771994122,41.4486463587,1.56331885133,0.362300458817,0.191746629386,0.195920791773,0.195920791773,51.9534823898
CSE2,26,38.8190798457,42.7837923027,28.9238506677,36.3818127439,40.6794745204,37.8681436563,0.944417174832,1.02880412094,0.3939286407,0.993455004628,0.993455004628,43.437133793
CSE2,27,36.8117249376,23.6532069482,50.9378833914,35.1098703504,49.7185213764,46.7756411108,0.518960808809,1.21786029787,1.88484122479,0.139321180825,0.139321180825,51.0523228744
CSE2,28,34.0619385681,35.0839624268,49.7430850645,33.4977565283,25.2808534964,41.7976779504,1.38479849176,1.66642498025,0.742542343336,1.8703071267,1.8703071267,43.5122356388
CSE2,29,32.8939138635,32.1611600626,36.3039572148,57.8530676512,37.6581777757,39.8437109198,1.960970158,0.647501164512,1.45800160364,0.412195270341,0.412195270341,50.1286552921
CSE2,30,39.2325240216,11.4138761388,42.8071079527,29.6877872654,37.671578995,52.046503974,0.492507177936,1.97772418664,0.252320217258,0.928424699918,0.928424699918,46.2401183403
CSE2,31,74.6657848317,72.4759894178,72.158843008,62.6477660168,61.1964088443,57.6295405016,1.58223223689,1.22507093662,1.6517816995,2.8486388722,2.8486388722,75.6805125454
CSE2,32,59.6460183718,62.6710299895,61.7830585056,54.0426393387,67.0878437739,72.2351793488,1.21077972829,1.19103521109,1.8276701025,2.08584581669,2.08584581669,74.768314712
CSE2,33,62.1430919606,76.1064528031,69.6383123671,67.0887141274,65.0517367198,66.0944746874,2.71108595979,1.02410239592,1.43734352281,2.42310160963,2.42310160963,78.8641503996
CSE2,34,66.4621603366,61.2666118706,65.6885276132,57.2182867846,61.2572785339,68.7548702462,1.40039268758,1.41417330339,2.83942077502,2.74299780586,2.74299780586,74.7283733219
CSE2,35,59.0250005254,72.8614606982,61.4876475883,62.6324744691,51.0877748708,63.8763752401,1.9385355658,1.9580165086,1.88082450212,2.36896266031,2.36896266031,71.5459457382
CSE2,36,62.560347279,66.9416869566,59.4053711943,55.5490356198,52.4771192793,65.6522864604,2.22551785367,1.32461920003,2.90365189606,2.30086466006,2.30086466006,69.9143273729
CSE2,37,64.1346441739,70.8620409772,68.7081955816,51.3941629298,60.9828559144,67.4582510965,1.53922441203,1.13737511021,1.50650187949,1.76143434322,1.76143434322,73.3799866508
CSE2,38,63.0232679942,64.7961270823,83.2378789937,57.383577519,50.242124141,74.8239435211,1.95932727573,1.98502296846,1.93710533215,2.20081909899,2.20081909899,77.4076538167
CSE2,39,69.354203823,60.8559140247,69.7009263517,66.6860702713,55.7645480131,65.7280025593,2.06093770886,2.80629090269,2.60320356177,1.48636453887,1.48636453887,76.4684692461
CSE2,40,67.9640339839,65.6731341235,61.946540774,51.8748536477,49.2340675305,53.718569405,1.88963374328,1.0230017894,2.97867036913,1.23976129405,1.23976129405,65.4712307072
CSE2,41,59.5035134544,71.3179892378,68.6607429283,48.2942605115,75.3693114676,72.0296995969,1.72631730716,1.45615638611,1.89948427994,1.51706488959,1.51706488959,76.6805290631
CSE2,42,61.5923467777,69.1759273053,63.9124310234,56.8440858428,46.5237621394,64.6688988916,1.51204283289,2.80264022441,1.94001917832,1.8924744504,1.8924744504,69.5548779601
CSE2,43,65.9003334247,81.1517626851,52.7528385765,64.4652804922,83.9221894563,56.2479289161,2.81234675631,2.26847755169,2.88133791573,1.68912800308,1.68912800308,76.7142555894
CSE2,44,64.66534478,69.2560621109,65.4787702191,51.60912253,56.6157865814,62.7659970112,2.01896020452,2.66094610238,1.86440597056,2.40395468127,2.40395468127,70.3592584035
CSE2,45,61.0612522984,71.3536375774,75.3863255517,55.1928163304,51.3959275822,57.1207103343,2.40268388437,2.81861893709,1.8808895739,1.76505559967,1.76505559967,70.2661935623
CSE2,46,67.1237683614,86.0222926745,60.4733756546,60.2901121758,49.9896707525,78.6067790925,2.06802917109,1.4374936096,2.90629663355,2.00972321018,2.00972321018,76.2748582544
CSE2,47,69.0994255827,65.6612641683,53.9927697544,56.6852690956,71.5742805981,61.5876343052,1.57212456318,2.47906925048,1.99377599524,1.58171155811,1.58171155811,72.9355152754
CSE2,48,61.8444065871,70.3555835058,66.9079733275,61.0104574151,74.2925774562,49.985445368,1.95728945581,1.52203285841,1.25246529645,1.1780523841,1.1780523841,73.4698781494
CSE2,49,68.9452982429,58.9685920784,77.6475732559,67.3266969583,53.6646739879,66.1226410304,2.64642778128,2.87686205272,2.88291297373,2.43359080372,2.43359080372,77.7501504932
CSE3,1,48.9431423672,37.4505626641,48.385180098,35.8624488306,22.5396605272,37.9638405914,1.15632671748,0.931386142887,1.79147906219,0.275619785822,0.275619785822,43.7758871374
CSE3,2,42.1825492526,49.7611078313,50.6699025555,36.3850784255,34.6907858188,51.5017875085,1.38952995435,1.71413286528,0.500377884779,0.00425111693182,0.00425111693182,51.1852313464
CSE3,3,40.4824873404,17.5587667104,38.4206825667,33.2800267384,21.7133172704,35.4536865607,0.781916031468,0.345036504332,1.83964122794,0.419412872323,0.419412872323,38.2245005448
CSE3,4,30.6825364832,23.7358308881,54.1971602512,42.6410666388,10.8147872429,44.4173080316,0.0925924059859,1.65686384449,1.72521017452,0.433274524876,0.433274524876,43.69939071
CSE3,5,38.6130589874,21.9623390542,34.6021799175,35.9770410566,32.4832529287,44.0171091339,0.878843065259,0.0841390469166,1.01217052425,1.03248896247,1.03248896247,43.3492520657
CSE3,6,38.2262051037,5.80916826821,41.2049349229,39.2338196628,33.1573868116,46.972450046,0.743960624419,1.73390738363,1.13580434829,1.14041647698,1.14041647698,45.8421457877
CSE3,7,39.5862925926,20.762079783,41.2235656221,44.7535011988,29.1481494338,38.9219656372,1.1940064844,1.35199317494,0.229864476074,1.64792236101,1.64792236101,45.0481607934
CSE3,8,36.8649966159,19.7612423916,31.4864378085,34.0119398194,33.0367534697,43.7553963011,0.268436339398,0.891828219822,1.52423168112,0.973422377646,0.973422377646,41.900503477
CSE3,9,39.7809091551,41.2397795896,43.5035728902,37.8985574784,22.8674802286,43.0156598109,0.455425793444,1.34314049527,0.346450014369,1.78290919784,1.78290919784,44.2745801124
CSE3,10,37.6139098482,28.680857672,55.5118276832,55.1070453944,21.887886788,50.9796185697,1.62956483305,0.920737007778,1.06767208201,0.79012157955,0.79012157955,53.1580125555
CSE3,11,33.4306762332,13.7671455416,31.8005530031,46.1200000583,28.1510089152,38.4285971474,0.52865105328,1.56000644476,0.252874610457,1.48922289417,1.48922289417,42.2308467132
CSE3,12,44.4231119025,36.4667545227,47.1947075667,30.9452435765,51.0020449019,44.5092187041,0.820640409814,0.226888167728,0.145834187164,1.10551452483,1.10551452483,50.0713994414
CSE3,13,44.406590211,26.4372924055,38.7639451848,39.4418134327,38.9629599538,42.1713166073,1.87194435299,1.0163148577,1.21805488752,1.24765017154,1.24765017154,46.9607324797
CSE3,14,48.5478653183,12.5685896305,54.1570184263,43.9513986281,24.2800907049,34.9136735363,0.551104926042,1.74297907989,0.982406259231,0.540783993767,0.540783993767,45.5585622101
CSE3,15,40.2501682109,24.0335035832,43.8703067808,48.6342973112,36.1458452533,62.7327872736,0.290579917707,1.85505855162,1.34961986948,1.87519001588,1.87519001588,55.7244231401
CSE3,16,37.976612927,24.1140562031,45.4097311989,41.0429047628,24.7379887351,43.5014668099,1.40404025866,0.440672663097,1.58170836611,1.53930943072,1.53930943072,45.1383592235
CSE3,17,37.2732002619,21.2611770224,45.1453062448,36.2859249895,24.9701313415,33.5933935036,1.13413310088,0.503860605109,1.96537498529,0.29119005814,0.29119005814,40.5263658827
CSE3,18,32.2676134221,30.2971381536,41.9926936538,34.8863134941,39.4521240909,53.8603887119,1.22318767109,1.80802494322,0.168161362153,1.07486873989,1.07486873989,48.8381561834
CSE3,19,44.9118371713,7.51742232423,28.8338919789,44.5154338949,24.2220889033,36.5059015059,0.0840617019871,0.69103467743,1.26242422487,1.99157261111,1.99157261111,40.5113142971
CSE3,20,34.4946618494,27.3223813515,51.133303262,42.1914226182,11.568019024,46.5960898042,0.834533789514,0.113745148097,1.15394979076,0.0981126650103,0.0981126650103,44.3391440071
CSE3,21,34.0747673649,40.1318344189,29.0346478996,36.3834645264,20.0285582937,50.0398246647,0.00853286833432,1.42977334422,1.30128435358,0.605639675835,0.605639675835,41.7545532022
CSE3,22,38.9717505029,38.5279784095,41.9085055392,38.676498335,30.9725672682,39.4609758406,0.493070937722,0.828837718307,1.08635890963,1.4816267427,1.4816267427,44.770207803
CSE3,23,47.4307417754,41.0818749993,44.912616702,37.0866138941,31.4080860323,40.9837696123,1.41211236717,1.47064837499,1.11473477506,0.0787228953052,0.0787228953052,46.4246661073
CSE3,24,41.1835813361,41.1939065532,33.2967018184,45.0726036077,43.6577816997,40.2181081535,0.123081431841,0.954183266887,1.73710926728,1.49334218198,1.49334218198,48.4658971442
CSE3,25,34.8810743004,44.8754313199,41.1605057128,35.1702752588,22.1237162273,43.0944729317,0.589386997207,1.00113110887,0.904023232743,1.14684255997,1.14684255997,42.531859328
CSE3,26,36.4350339994,18.816993156,49.3430582904,43.4049013269,38.046123094,32.6427718067,1.97622550562,0.835123820817,1.06995115726,1.46341135112,1.46341135112,46.0178749675
CSE3,27,43.1262248308,38.4583340706,39.8071642394,45.9606326534,34.6856342483,35.3505436313,1.94244446045,0.58096979207,1.38192740753,1.10166519175,1.10166519175,46.568020797
CSE3,28,39.1974331841,11.3911047106,32.8907406572,43.4037452828,28.3608485056,43.0144949047,0.963692777359,1.80142173477,0.17898998279,1.8788069566,1.8788069566,43.5159138979
CSE3,29,36.1558182484,23.9711489599,16.6740979857,34.1603210453,39.194282924,51.2726648215,1.47138677306,1.33757515597,0.863850637775,0.692803405801,0.692803405801,42.7935397025
CSE3,30,38.8498463886,10.8552795659,32.2252759794,49.4149471964,35.4133079321,48.422209242,1.26531154837,1.57766468669,0.204268441409,1.14893891987,1.14893891987,48.3690115689
CSE3,31,72.5163097635,69.1838102262,53.8872256095,56.3073577706,57.0646792676,70.1585156702,1.90285476984,2.30709149389,2.90052340916,2.45340104934,2.45340104934,72.5529048734
CSE3,32,69.5415935817,56.0759366534,52.4237621222,59.3056108178,46.8798070309,50.3096301014,2.27691685548,1.39010750452,2.17130192457,2.94325126984,2.94325126984,63.9096365081
CSE3,33,59.8514523734,65.9071677303,55.013064971,67.5749001973,56.9147211357,76.7071446378,1.88741612911,1.73099640401,1.28029780946,1.60589189435,1.60589189435,76.6581159298
CSE3,34,59.8489569115,42.8258238896,65.0351005944,58.7918528173,83.4696546124,58.2862495775,1.07385060493,2.36957192606,2.84754663568,1.38804900477,1.38804900477,75.4546582838
CSE3,35,61.9380779116,73.5396337166,47.9053045971,45.9463594164,53.0088767124,66.0018899115,2.82540896482,2.13764214857,2.11139918459,2.93671325572,2.93671325572,65.2283668386
CSE3,36,71.9998274801,80.8686654307,63.772749875,57.2302880867,63.0926079412,61.2096868082,1.57561073559,1.16990348647,1.55483251146,1.15890059459,1.15890059459,74.0412582895
CSE3,37,60.7519632014,77.9787761386,52.710165379,54.0100514302,50.8099831551,67.0536248033,1.55868811919,1.15627857773,2.24428088777,2.57098491796,2.57098491796,68.5215671986
CSE3,38,57.5322516611,49.8478434157,53.8502253893,48.4375801615,56.2751153305,70.2154800597,1.09944832587,2.54200389423,2.71778607466,2.8945658486,2.8945658486,67.5548570071
CSE3,39,64.7528805737,68.1919617588,60.0465780385,53.4674401757,79.7056137484,58.2327972652,2.43479060201,2.40212306786,1.21659756833,2.43613702682,2.43613702682,73.7365641474
CSE3,40,66.86694972,35.1602979512,66.0447806766,65.7243736231,72.8599130948,69.5045404252,2.81890826597,2.29715159216,2.11932583858,2.1488862538,2.1488862538,78.9801202312
CSE3,41,61.7137125746,67.8318592178,57.9886839721,70.7663745423,56.2872461473,61.9417672662,1.92590851129,1.4416407789,2.2654734275,1.73790694996,1.73790694996,73.9192101692
CSE3,42,73.0971540332,64.3563982811,59.0636488549,55.5769577076,63.0684212769,59.1849834312,2.62824845198,2.5676366857,2.85223526504,1.59105018808,1.59105018808,71.2745843237
CSE3,43,66.2022839021,55.0420575554,62.6652461746,66.0177508573,53.9139564191,62.4316947496,1.65763041842,2.15388193859,1.0763757653,1.13419210269,1.13419210269,72.8404241614
CSE3,44,67.2651889339,68.437945185,60.8181157109,67.2475547103,54.3737411252,56.9677397623,1.76947046548,1.29422588889,2.01486409777,1.7577483874,1.7577483874,72.0825880954
CSE3,45,60.7223363951,66.3801465501,41.5878290797,50.8814541249,52.9369558216,58.4303269881,1.58344758872,1.33234606529,2.46524842735,2.00584685063,2.00584685063,62.6778409558
CSE3,46,64.801350807,74.395028542,59.5591951434,58.7244610668,53.1314624541,70.643936879,1.58987704547,2.24160439166,2.31938522658,1.49761183406,1.49761183406,73.1424812846
CSE3,47,64.2174059289,66.2730852424,63.6797124626,58.6887788039,66.5854420043,62.9442387034,2.12257827828,2.95654655314,2.72284160921,2.93923274269,2.93923274269,74.2758942607
CSE3,48,53.6387794269,67.3502701286,71.7822359003,60.2066997518,69.5647248343,71.9907316854,1.65188313033,2.17214308637,2.31287259033,2.99709321502,2.99709321502,78.7469547722
CSE3,49,66.4382861436,45.5492773783,79.3706622109,47.8437443273,68.370667419,67.0222989603,1.13159221306,1.5903343102,2.26325887527,1.57896218687,1.57896218687,74.9804914181
CSE4,1,40.2528085357,23.4877416667,59.8126732916,40.3402210468,34.488639823,44.8044552587,1.73224837768,0.457587844234,1.35413466542,0.870552616381,0.870552616381,50.6379926462
CSE4,2,42.4997566662,35.424513084,42.8187471724,41.3205234226,49.0563835564,45.4865920116,1.1544641405,0.852035520451,0.638850390339,0.144334840135,0.144334840135,51.9100536035
CSE4,3,35.0204553445,30.4800624719,40.5397680044,41.4651944193,26.1560724657,40.4413384013,0.558907208381,0.387029926929,1.4599859771,1.06445704583,1.06445704583,43.7218587722
CSE4,4,43.4679925415,6.41926366988,34.1418824018,37.3788855845,16.4354949522,51.0418739462,0.245578505532,0.0426596790031,0.949927838346,1.87765781731,1.87765781731,41.8025306162
CSE4,5,37.9084923999,18.9441595618,42.3771296822,46.6828901808,37.9010182785,54.7225360389,0.463710403637,1.16783974789,1.12206512763,0.609631415386,0.609631415386,52.3523452245
CSE4,6,32.0771138244,38.3783635392,32.3057855912,43.6627336376,35.6821559569,39.844787374,0.249985129573,0.890714089055,1.14364938729,0.127074758084,0.127074758084,44.8469388512
